id,section,tags,level,status,version,created_at,updated_at,term_es,short_es,long_es,example_es,term_en,short_en,long_en,example_en
ner,aplicaciones_herramientas,nlp;texto;extraccion,intermedio,activo,1,2025-11-13,2025-11-13,Reconocimiento de entidades nombradas (NER),"Tarea de NLP que identifica y clasifica entidades en texto como personas, organizaciones, lugares o fechas.","Tarea de NLP que identifica y clasifica entidades en texto como personas, organizaciones, lugares o fechas.",Extraer nombres de empresas y fechas de contratos legales automáticamente.,Named Entity Recognition (NER),"NLP task that identifies and classifies entities in text such as people, organizations, locations or dates.","NLP task that identifies and classifies entities in text such as people, organizations, locations or dates.",Automatically extracting company names and dates from legal contracts.
nlp,aplicaciones_herramientas,texto;nlp;lenguaje,basico,activo,1,2025-11-13,2025-11-13,Procesamiento de lenguaje natural (NLP),"Subcampo de IA enfocado en la interacción entre computadoras y lenguaje humano, incluyendo análisis de texto y traducción.","Subcampo de IA enfocado en la interacción entre computadoras y lenguaje humano, incluyendo análisis de texto y traducción.",Análisis de sentiment en reseñas de clientes.,Natural Language Processing (NLP),"AI subfield focused on interactions between computers and human language, including text analysis and translation.","AI subfield focused on interactions between computers and human language, including text analysis and translation.",Sentiment analysis on customer reviews.
nlu,aplicaciones_herramientas,texto;nlu;entendimiento,intermedio,activo,1,2025-11-13,2025-11-13,Comprensión del lenguaje natural (NLU),"Subcampo del NLP enfocado en que la máquina entienda el significado, la intención y las entidades presentes en un texto humano.","Subcampo del NLP enfocado en que la máquina entienda el significado, la intención y las entidades presentes en un texto humano.",Identificar que «Quiero hablar con un agente» es una intención de escalado en un chatbot.,Natural Language Understanding (NLU),"NLP subfield focused on making the machine understand meaning, intent, and entities in human text.","NLP subfield focused on making the machine understand meaning, intent, and entities in human text.",Identifying that «I want to speak to an agent» is an escalation intent in a chatbot.
normalizacion,tecnicas_procesos,datos;escalado,basico,activo,1,2025-11-13,2025-11-13,Normalización,Ajustar los valores de los datos para que sigan una escala común y comparable.,Ajustar los valores de los datos para que sigan una escala común y comparable.,Escalar precios o edades para evitar sesgos numéricos.,Normalization,Adjusting data values so they follow a common comparable scale.,Adjusting data values so they follow a common comparable scale.,Scaling prices or ages to avoid numerical bias.
ocr,aplicaciones_herramientas,vision;texto;documento,basico,activo,1,2025-11-13,2025-11-13,OCR (Reconocimiento óptico de caracteres),Tecnología que convierte imágenes de texto en texto digital editable.,Tecnología que convierte imágenes de texto en texto digital editable.,Digitalizar facturas escaneadas para procesamiento automático.,OCR (Optical Character Recognition),Technology that converts images of text into editable digital text.,Technology that converts images of text into editable digital text.,Digitizing scanned invoices for automatic processing.
open_source_model,modelos_arquitecturas,modelo;open_source;licencia,intermedio,activo,1,2025-11-13,2025-11-13,Modelo open-source,"Modelo de IA cuyos pesos y arquitectura son públicos y pueden descargarse y modificarse libremente (Llama-3, Mistral, Gemma, etc.).","Modelo de IA cuyos pesos y arquitectura son públicos y pueden descargarse y modificarse libremente (Llama-3, Mistral, Gemma, etc.).",Muchas empresas usan Llama-3-70B en local para evitar enviar datos sensibles a terceros.,Open-source model,"AI model whose weights and architecture are public and can be freely downloaded and modified (Llama-3, Mistral, Gemma, etc.).","AI model whose weights and architecture are public and can be freely downloaded and modified (Llama-3, Mistral, Gemma, etc.).",Many companies run Llama-3-70B on-premise to avoid sending sensitive data to third parties.
orquestador,aplicaciones_herramientas,agentes;flujo;automatizacion,avanzado,activo,1,2025-11-13,2025-11-13,Orquestador de agentes,Sistema que coordina varios modelos o herramientas especializadas para resolver tareas complejas de forma autónoma.,Sistema que coordina varios modelos o herramientas especializadas para resolver tareas complejas de forma autónoma.,"LangGraph, CrewAI o AutoGen gestionando flujos de «investigar → redactar → revisar → enviar».",Agent orchestrator,System that coordinates multiple specialized models or tools to solve complex tasks autonomously.,System that coordinates multiple specialized models or tools to solve complex tasks autonomously.,"LangGraph, CrewAI or AutoGen managing flows like «research → draft → review → send»."
overfitting,fundamentos,modelo;calidad,intermedio,activo,1,2025-11-13,2025-11-13,Overfitting (sobreajuste),Cuando un modelo aprende demasiado los datos de entrenamiento y falla al generalizar a datos nuevos.,Cuando un modelo aprende demasiado los datos de entrenamiento y falla al generalizar a datos nuevos.,Un modelo que acierta con clientes antiguos pero falla con nuevos.,Overfitting,When a model learns the training data too well and fails to generalize to new data.,When a model learns the training data too well and fails to generalize to new data.,A model that performs well on old customers but poorly on new ones.
parameters,fundamentos,pesos;entrenamiento;modelo,intermedio,activo,1,2025-11-13,2025-11-13,Parámetros (Parameters),"Variables internas del modelo (pesos y sesgos) que se ajustan automáticamente durante el entrenamiento a partir de los datos.","Variables internas del modelo (pesos y sesgos) que se ajustan automáticamente durante el entrenamiento a partir de los datos.","GPT-4 tiene billones de parámetros que almacenan su conocimiento del mundo.",Parameters,"Internal model variables (weights and biases) that are automatically adjusted during training from the data.","Internal model variables (weights and biases) that are automatically adjusted during training from the data.","GPT-4 has trillions of parameters that store its knowledge of the world."
peft,tecnicas_procesos,fine_tuning;eficiencia;optimizacion,intermedio,activo,1,2025-11-13,2025-11-13,PEFT (Parameter-Efficient Fine-Tuning),Familia de técnicas que permiten ajustar modelos grandes modificando solo una pequeña fracción de sus parámetros.,Familia de técnicas que permiten ajustar modelos grandes modificando solo una pequeña fracción de sus parámetros.,"LoRA, Prefix Tuning y Adapters son técnicas PEFT populares.",PEFT (Parameter-Efficient Fine-Tuning),Family of techniques that allow fine-tuning large models by modifying only a small fraction of their parameters.,Family of techniques that allow fine-tuning large models by modifying only a small fraction of their parameters.,"LoRA, Prefix Tuning and Adapters are popular PEFT techniques."
perplexity,tecnicas_procesos,metricas;evaluacion;llm,intermedio,activo,1,2025-11-13,2025-11-13,Perplejidad (Perplexity),Métrica que mide cuán sorprendido está un modelo de lenguaje ante nuevos datos; valores más bajos indican mejor rendimiento.,Métrica que mide cuán sorprendido está un modelo de lenguaje ante nuevos datos; valores más bajos indican mejor rendimiento.,Un modelo con perplejidad de 20 predice mejor que uno con perplejidad de 50.,Perplexity,Metric that measures how surprised a language model is by new data; lower values indicate better performance.,Metric that measures how surprised a language model is by new data; lower values indicate better performance.,A model with perplexity of 20 predicts better than one with perplexity of 50.
pii,etica_regulacion,privacidad;datos;cumplimiento,intermedio,activo,1,2025-11-13,2025-11-13,PII (Datos personales identificables),"Información que puede usarse para identificar directamente a una persona (nombre, DNI, email, teléfono, etc.).","Información que puede usarse para identificar directamente a una persona (nombre, DNI, email, teléfono, etc.).",Los modelos nunca deben generar ni repetir PII de clientes reales sin anonimización.,Personally Identifiable Information (PII),"Information that can be used to directly identify a person (name, ID, email, phone, etc.).","Information that can be used to directly identify a person (name, ID, email, phone, etc.).",Models must never generate or repeat real customer PII without anonymization.
pipeline_ia,fundamentos,proceso;mlops,intermedio,activo,1,2025-11-13,2025-11-13,Pipeline de IA,"Conjunto de pasos que definen el ciclo de vida de un modelo, desde la recolección de datos hasta el despliegue.","Conjunto de pasos que definen el ciclo de vida de un modelo, desde la recolección de datos hasta el despliegue.",Flujo automatizado que actualiza un modelo de recomendación cada semana.,AI pipeline,"Set of steps that define a model life cycle, from data collection to deployment.","Set of steps that define a model life cycle, from data collection to deployment.",Automated workflow that updates a recommendation model every week.
precision_recall,tecnicas_procesos,metricas;evaluacion;clasificacion,basico,activo,1,2025-11-13,2025-11-13,Precisión y Recall,"Métricas de clasificación: precisión mide exactitud de predicciones positivas, recall mide capacidad de encontrar todos los positivos.","Métricas de clasificación: precisión mide exactitud de predicciones positivas, recall mide capacidad de encontrar todos los positivos.","En detección de fraude, alto recall asegura capturar todos los casos sospechosos.",Precision and Recall,"Classification metrics: precision measures accuracy of positive predictions, recall measures ability to find all positives.","Classification metrics: precision measures accuracy of positive predictions, recall measures ability to find all positives.","In fraud detection, high recall ensures capturing all suspicious cases."
pre_training,modelos_arquitecturas,entrenamiento;llm;fundacion,avanzado,activo,1,2025-11-13,2025-11-13,Pre-entrenamiento (Pre-training),Fase inicial en la que un modelo de lenguaje se entrena con enormes cantidades de texto público de internet para aprender patrones generales del lenguaje y el mundo.,Fase inicial en la que un modelo de lenguaje se entrena con enormes cantidades de texto público de internet para aprender patrones generales del lenguaje y el mundo.,GPT-4 y Claude se pre-entrenan con billones de palabras antes de cualquier ajuste empresarial.,Pre-training,Initial phase where a language model is trained on massive amounts of public internet text to learn general language patterns and world knowledge.,Initial phase where a language model is trained on massive amounts of public internet text to learn general language patterns and world knowledge.,GPT-4 and Claude are pre-trained on trillions of words before any business fine-tuning.
privacidad_diferencial,etica_regulacion,privacidad;datos;anonimizacion,avanzado,activo,1,2025-11-13,2025-11-13,Privacidad diferencial,Técnica que protege la identidad individual al introducir ruido controlado en los datos agregados.,Técnica que protege la identidad individual al introducir ruido controlado en los datos agregados.,Anonimizar registros de clientes para análisis sin exponer identidades.,Differential privacy,Technique that protects individual identity by adding controlled noise to aggregated data.,Technique that protects individual identity by adding controlled noise to aggregated data.,Anonymizing customer records for analysis without exposing identities.
prompt_engineering,modelos_arquitecturas,prompt;diseno;plantillas,intermedio,activo,1,2025-11-13,2025-11-13,Prompt engineering,Diseño y optimización de prompts para mejorar los resultados de los modelos generativos.,Diseño y optimización de prompts para mejorar los resultados de los modelos generativos.,Crear plantillas de prompts para redactar correos legales coherentes.,Prompt engineering,Design and optimization of prompts to improve generative model outputs.,Design and optimization of prompts to improve generative model outputs.,Creating prompt templates to draft consistent legal emails.
prompt_injection,etica_regulacion,seguridad;prompt;ataque,intermedio,activo,1,2025-11-13,2025-11-13,Inyección de prompt (Prompt Injection),Vulnerabilidad donde un usuario malicioso manipula entradas para alterar el comportamiento del modelo.,Vulnerabilidad donde un usuario malicioso manipula entradas para alterar el comportamiento del modelo.,Ataques que hacen que un chatbot revele información confidencial.,Prompt Injection,Vulnerability where a malicious user manipulates inputs to alter model behavior.,Vulnerability where a malicious user manipulates inputs to alter model behavior.,Attacks that make a chatbot reveal confidential information.
prompt,modelos_arquitecturas,prompt;instrucciones,basico,activo,1,2025-11-13,2025-11-13,Prompt,Instrucción o texto que guía la respuesta del modelo.,Instrucción o texto que guía la respuesta del modelo.,Por ejemplo: resume este contrato en lenguaje claro.,Prompt,Instruction or text that guides the model's response.,Instruction or text that guides the model's response.,For example: summarize this contract in plain language.
pruning,tecnicas_procesos,optimizacion;eficiencia;compresion,avanzado,activo,1,2025-11-13,2025-11-13,Poda (Pruning),Técnica de optimización que elimina conexiones o neuronas poco importantes del modelo para reducir su tamaño y acelerar inferencia.,Técnica de optimización que elimina conexiones o neuronas poco importantes del modelo para reducir su tamaño y acelerar inferencia.,Reducir un modelo de 1GB a 300MB eliminando pesos con impacto mínimo.,Pruning,Optimization technique that removes unimportant connections or neurons from the model to reduce size and speed up inference.,Optimization technique that removes unimportant connections or neurons from the model to reduce size and speed up inference.,Reducing a 1GB model to 300MB by removing weights with minimal impact.
quantization,tecnicas_procesos,optimizacion;hardware;eficiencia,avanzado,activo,1,2025-11-13,2025-11-13,Cuantización (Quantization),Reducción de la precisión numérica de los pesos del modelo (de 32-bit a 8-bit o 4-bit) para que ocupe menos memoria y sea más rápido.,Reducción de la precisión numérica de los pesos del modelo (de 32-bit a 8-bit o 4-bit) para que ocupe menos memoria y sea más rápido.,Ejecutar modelos de 70B parámetros en una sola GPU gracias a cuantización 4-bit.,Quantization,Reduction of numerical precision of model weights (from 32-bit to 8-bit or 4-bit) to use less memory and run faster.,Reduction of numerical precision of model weights (from 32-bit to 8-bit or 4-bit) to use less memory and run faster.,Running 70B-parameter models on a single GPU thanks to 4-bit quantization.
rag,modelos_arquitecturas,rag;busqueda;generativa,intermedio,activo,1,2025-11-13,2025-11-13,RAG (Retrieval-Augmented Generation),Técnica que combina búsqueda de información con generación de texto.,Técnica que combina búsqueda de información con generación de texto.,Asistentes que responden usando bases de conocimiento actualizadas.,RAG (Retrieval-Augmented Generation),Technique that combines information retrieval with text generation.,Technique that combines information retrieval with text generation.,Assistants that answer using up-to-date knowledge bases.
recommendation_system,aplicaciones_herramientas,recomendacion;personalizacion,intermedio,activo,1,2025-11-13,2025-11-13,Sistema de recomendación (Recommendation System),Herramienta que sugiere items o contenido basado en preferencias del usuario y datos históricos.,Herramienta que sugiere items o contenido basado en preferencias del usuario y datos históricos.,Sugerencias personalizadas en plataformas de e-commerce.,Recommendation System,Tool that suggests items or content based on user preferences and historical data.,Tool that suggests items or content based on user preferences and historical data.,Personalized suggestions on e-commerce platforms.
red_neuronal,fundamentos,fundamentos;redes,basico,activo,1,2025-11-13,2025-11-13,Red neuronal,"Modelo matemático inspirado en el cerebro humano, compuesto por nodos interconectados que aprenden relaciones entre datos.","Modelo matemático inspirado en el cerebro humano, compuesto por nodos interconectados que aprenden relaciones entre datos.",Una red neuronal que identifica productos en fotos de catálogo.,Neural network,"Mathematical model inspired by the human brain, made of interconnected nodes that learn relationships between data.","Mathematical model inspired by the human brain, made of interconnected nodes that learn relationships between data.",A neural network that identifies products in catalog photos.
red_teaming,etica_regulacion,seguridad;pruebas;ataques;etica,intermedio,activo,1,2025-11-13,2025-11-13,Red-teaming,Proceso de probar intencionadamente un modelo de IA con prompts maliciosos o trucos para descubrir vulnerabilidades y mejorar su robustez.,Proceso de probar intencionadamente un modelo de IA con prompts maliciosos o trucos para descubrir vulnerabilidades y mejorar su robustez.,Equipo interno que intenta «hackear» el chatbot corporativo para que revele datos sensibles o genere contenido prohibido.,Red-teaming,Process of intentionally testing an AI model with malicious or tricky prompts to uncover vulnerabilities and improve robustness.,Process of intentionally testing an AI model with malicious or tricky prompts to uncover vulnerabilities and improve robustness.,Internal team trying to «hack» the corporate chatbot to make it reveal sensitive data or generate forbidden content.
retrieval,tecnicas_procesos,rag;busqueda;informacion,intermedio,activo,1,2025-11-13,2025-11-13,Recuperación (Retrieval),Proceso de buscar y extraer información relevante de una base de conocimiento antes de generar una respuesta.,Proceso de buscar y extraer información relevante de una base de conocimiento antes de generar una respuesta.,Buscar en documentación interna antes de que el LLM responda una pregunta técnica.,Retrieval,Process of searching and extracting relevant information from a knowledge base before generating a response.,Process of searching and extracting relevant information from a knowledge base before generating a response.,Searching internal documentation before the LLM answers a technical question.
rlaif,tecnicas_procesos,rlhf;feedback_ia;alineacion,avanzado,activo,1,2025-11-13,2025-11-13,RLAIF (Reinforcement Learning from AI Feedback),"Variante de RLHF donde el feedback para entrenar el modelo proviene de otro sistema de IA en lugar de humanos, escalando el proceso de alineación.","Variante de RLHF donde el feedback para entrenar el modelo proviene de otro sistema de IA en lugar de humanos, escalando el proceso de alineación.","Usar GPT-4 para evaluar y puntuar las respuestas de un modelo más pequeño durante su entrenamiento.",RLAIF (Reinforcement Learning from AI Feedback),"Variant of RLHF where feedback to train the model comes from another AI system instead of humans, scaling the alignment process.","Variant of RLHF where feedback to train the model comes from another AI system instead of humans, scaling the alignment process.","Using GPT-4 to evaluate and score the responses of a smaller model during its training."
rlhf,tecnicas_procesos,rlhf;feedback_humano,avanzado,activo,1,2025-11-13,2025-11-13,RLHF (Reinforcement Learning from Human Feedback),Entrenamiento de modelos con retroalimentación humana para mejorar sus respuestas.,Entrenamiento de modelos con retroalimentación humana para mejorar sus respuestas.,Mejorar la calidad y seguridad de un asistente conversacional.,RLHF (Reinforcement Learning from Human Feedback),Training models with human feedback to improve their responses.,Training models with human feedback to improve their responses.,Improving the quality and safety of a conversational assistant.
rlhf,tecnicas_procesos,rlhf;feedback_humano,avanzado,activo,1,2025-11-13,2025-11-13,RLHF (Reinforcement Learning from Human Feedback),Entrenamiento de modelos con retroalimentación humana para mejorar sus respuestas.,Entrenamiento de modelos con retroalimentación humana para mejorar sus respuestas.,Mejorar la calidad y seguridad de un asistente conversacional.,RLHF (Reinforcement Learning from Human Feedback),Training models with human feedback to improve their responses.,Training models with human feedback to improve their responses.,Improving the quality and safety of a conversational assistant.
rnn,modelos_arquitecturas,arquitectura;secuencias;tiempo,intermedio,activo,1,2025-11-13,2025-11-13,Red neuronal recurrente (RNN),"Arquitectura para procesar secuencias de datos, manteniendo memoria de entradas previas; incluye variantes como LSTM para manejar dependencias largas.","Arquitectura para procesar secuencias de datos, manteniendo memoria de entradas previas; incluye variantes como LSTM para manejar dependencias largas.",Predicción de series temporales en finanzas o texto predictivo.,Recurrent Neural Network (RNN),"Architecture for processing sequential data, maintaining memory of previous inputs; includes variants like LSTM for long dependencies.","Architecture for processing sequential data, maintaining memory of previous inputs; includes variants like LSTM for long dependencies.",Predicting time series in finance or predictive text.
seguridad_modelos,etica_regulacion,seguridad;ataques;proteccion,intermedio,activo,1,2025-11-13,2025-11-13,Seguridad de modelos,"Medidas para proteger modelos de IA frente a fugas de datos, ataques adversariales y usos indebidos.","Medidas para proteger modelos de IA frente a fugas de datos, ataques adversariales y usos indebidos.",Proteger prompts y respuestas confidenciales en entornos empresariales.,Model security,"Measures to protect AI models from data leaks, adversarial attacks and misuse.","Measures to protect AI models from data leaks, adversarial attacks and misuse.",Protecting confidential prompts and responses in enterprise environments.
semantic_search,aplicaciones_herramientas,busqueda;embeddings;nlp,intermedio,activo,1,2025-11-13,2025-11-13,Búsqueda semántica (Semantic search),"Técnica de búsqueda que entiende el significado y la intención de la consulta, en lugar de solo buscar coincidencias literales de palabras clave.","Técnica de búsqueda que entiende el significado y la intención de la consulta, en lugar de solo buscar coincidencias literales de palabras clave.","Buscar «algo para sentarse» y encontrar «silla» o «sofá» aunque no contengan esas palabras.",Semantic search,"Search technique that understands the meaning and intent of the query, rather than just matching literal keywords.","Search technique that understands the meaning and intent of the query, rather than just matching literal keywords.","Searching for «something to sit on» and finding «chair» or «sofa» even if they don't contain those words."
sentiment_analysis,aplicaciones_herramientas,nlp;texto;analisis,basico,activo,1,2025-11-13,2025-11-13,Análisis de sentimiento,"Técnica de NLP que identifica emociones o actitudes (positivo, negativo, neutral) en texto.","Técnica de NLP que identifica emociones o actitudes (positivo, negativo, neutral) en texto.",Analizar opiniones de clientes en redes sociales para detectar crisis de reputación.,Sentiment analysis,"NLP technique that identifies emotions or attitudes (positive, negative, neutral) in text.","NLP technique that identifies emotions or attitudes (positive, negative, neutral) in text.",Analyzing customer opinions on social media to detect reputation crises.
shadow_ai,etica_regulacion,gobernanza;riesgo;control,intermedio,activo,1,2025-11-13,2025-11-13,Shadow AI,"Uso no autorizado de herramientas de IA (ChatGPT, Gemini, etc.) por empleados sin conocimiento ni aprobación del departamento de TI o compliance.","Uso no autorizado de herramientas de IA (ChatGPT, Gemini, etc.) por empleados sin conocimiento ni aprobación del departamento de TI o compliance.",Empleados que pegan datos de clientes en ChatGPT sin darse cuenta de que violan políticas internas.,Shadow AI,"Unauthorized use of AI tools (ChatGPT, Gemini, etc.) by employees without IT or compliance approval.","Unauthorized use of AI tools (ChatGPT, Gemini, etc.) by employees without IT or compliance approval.",Employees pasting customer data into ChatGPT without realizing they are violating internal policies.
speech_to_text,aplicaciones_herramientas,audio;voz;transcripcion,basico,activo,1,2025-11-13,2025-11-13,Speech-to-text / Text-to-speech,Conversión de voz a texto (STT) y de texto a voz (TTS) usando modelos de IA.,Conversión de voz a texto (STT) y de texto a voz (TTS) usando modelos de IA.,Transcribir reuniones automáticamente o crear asistentes de voz.,Speech-to-text / Text-to-speech,Converting speech to text (STT) and text to speech (TTS) using AI models.,Converting speech to text (STT) and text to speech (TTS) using AI models.,Automatically transcribing meetings or creating voice assistants.
synthetic_data,tecnicas_procesos,datos;sinteticos;privacidad,intermedio,activo,1,2025-11-13,2025-11-13,Datos sintéticos (Synthetic data),"Datos generados artificialmente que imitan las propiedades estadísticas de datos reales, usados cuando no hay datos reales o para proteger privacidad.","Datos generados artificialmente que imitan las propiedades estadísticas de datos reales, usados cuando no hay datos reales o para proteger privacidad.",Crear historiales de clientes falsos pero realistas para entrenar modelos de scoring sin violar GDPR.,Synthetic data,"Artificially generated data that mimics the statistical properties of real data, used when real data is scarce or to protect privacy.","Artificially generated data that mimics the statistical properties of real data, used when real data is scarce or to protect privacy.",Creating realistic but fake customer histories to train scoring models without violating GDPR.
system_prompt,modelos_arquitecturas,prompt;contexto;personalizacion,intermedio,activo,1,2025-11-13,2025-11-13,System prompt,"Instrucción inicial fija que define el rol, tono, reglas y personalidad del modelo durante toda la conversación.","Instrucción inicial fija que define el rol, tono, reglas y personalidad del modelo durante toda la conversación.",«Eres un asistente financiero interno de una empresa del IBEX 35. Nunca des consejos de inversión. Responde siempre en español y con datos actualizados al 2025».,System prompt,"Fixed initial instruction that defines the model’s role, tone, rules and personality throughout the entire conversation.","Fixed initial instruction that defines the model’s role, tone, rules and personality throughout the entire conversation.",«You are an internal finance assistant of an IBEX 35 company. Never give investment advice. Always reply in Spanish and with 2025-updated data».
temperature,modelos_arquitecturas,parametro;creatividad;control,intermedio,activo,1,2025-11-13,2025-11-13,Temperatura (Temperature),"Hiperparámetro que controla el grado de aleatoriedad en las respuestas del modelo (0 = determinista, 1 = muy creativo).","Hiperparámetro que controla el grado de aleatoriedad en las respuestas del modelo (0 = determinista, 1 = muy creativo).",Temperature 0 para respuestas legales; 0.7–0.9 para redacción creativa de campañas.,Temperature,"Hyperparameter that controls randomness in model responses (0 = deterministic, 1 = very creative).","Hyperparameter that controls randomness in model responses (0 = deterministic, 1 = very creative).",Temperature 0 for legal answers; 0.7–0.9 for creative campaign copywriting.
tokenizacion,modelos_arquitecturas,texto;procesamiento;nlp,basico,activo,1,2025-11-13,2025-11-13,Tokenización,"Proceso de dividir texto en unidades más pequeñas (tokens) que el modelo puede procesar, como palabras o subpalabras.","Proceso de dividir texto en unidades más pequeñas (tokens) que el modelo puede procesar, como palabras o subpalabras.","La palabra 'tokenización' podría dividirse en ['token', 'ización'].",Tokenization,"Process of splitting text into smaller units (tokens) that the model can process, such as words or subwords.","Process of splitting text into smaller units (tokens) that the model can process, such as words or subwords.","The word 'tokenization' might split into ['token', 'ization']."
token,modelos_arquitecturas,texto;coste;tokens,basico,activo,1,2025-11-13,2025-11-13,Token,"Unidad mínima de texto procesada por un modelo, que puede ser una palabra o un fragmento.","Unidad mínima de texto procesada por un modelo, que puede ser una palabra o un fragmento.",Los costes de uso de ChatGPT se miden por tokens procesados.,Token,"Smallest unit of text processed by a model, which can be a word or a fragment.","Smallest unit of text processed by a model, which can be a word or a fragment.",The cost of using ChatGPT is measured in tokens processed.
tool_calling,aplicaciones_herramientas,funciones;api;agentes,intermedio,activo,1,2025-11-13,2025-11-13,Tool calling / Function calling,"Capacidad del modelo de decidir cuándo y cómo llamar a herramientas externas (APIs, bases de datos, calculadoras) en vez de intentar responder todo él solo.","Capacidad del modelo de decidir cuándo y cómo llamar a herramientas externas (APIs, bases de datos, calculadoras) en vez de intentar responder todo él solo.",Un asistente que consulta el ERP para dar el stock real de un pedido en vez de inventarlo.,Tool calling / Function calling,"Model ability to decide when and how to call external tools (APIs, databases, calculators) instead of trying to answer everything itself.","Model ability to decide when and how to call external tools (APIs, databases, calculators) instead of trying to answer everything itself.",An assistant that queries the ERP to give real-time stock of an order instead of hallucinating it.
top_p,modelos_arquitecturas,parametro;muestreo;nucleus,intermedio,activo,1,2025-11-13,2025-11-13,Top-p (Nucleus sampling),Método de muestreo que considera solo los tokens cuya probabilidad acumulada supera p (normalmente 0.9–0.95).,Método de muestreo que considera solo los tokens cuya probabilidad acumulada supera p (normalmente 0.9–0.95).,Combinar temperature 0.8 + top-p 0.95 para respuestas coherentes pero no repetitivas.,Top-p (Nucleus sampling),Sampling method that only considers tokens whose cumulative probability exceeds p (usually 0.9–0.95).,Sampling method that only considers tokens whose cumulative probability exceeds p (usually 0.9–0.95).,Combine temperature 0.8 + top-p 0.95 for coherent but non-repetitive answers.
transfer_learning,modelos_arquitecturas,aprendizaje;transferencia;modelo,intermedio,activo,1,2025-11-13,2025-11-13,Aprendizaje por transferencia (Transfer Learning),Técnica que reutiliza un modelo pre-entrenado en una tarea relacionada para acelerar el entrenamiento en un nuevo problema.,Técnica que reutiliza un modelo pre-entrenado en una tarea relacionada para acelerar el entrenamiento en un nuevo problema.,Adaptar un modelo de imagen general a diagnóstico médico específico.,Transfer Learning,Technique that reuses a pre-trained model on a related task to speed up training on a new problem.,Technique that reuses a pre-trained model on a related task to speed up training on a new problem.,Adapting a general image model to specific medical diagnosis.
transformer,modelos_arquitecturas,arquitectura;text;transformer,intermedio,activo,1,2025-11-13,2025-11-13,Transformer,Arquitectura que permite procesar secuencias como texto de forma paralela y eficiente.,Arquitectura que permite procesar secuencias como texto de forma paralela y eficiente.,Base de la mayoría de modelos generativos actuales.,Transformer,Architecture that allows efficient parallel processing of sequences such as text.,Architecture that allows efficient parallel processing of sequences such as text.,Foundation of most current generative models.
transparencia_algoritmica,etica_regulacion,transparencia;modelo;explicacion,intermedio,activo,1,2025-11-13,2025-11-13,Transparencia algorítmica,Grado en que se puede explicar y entender el funcionamiento de un sistema algorítmico que toma decisiones.,Grado en que se puede explicar y entender el funcionamiento de un sistema algorítmico que toma decisiones.,Detallar criterios de recomendación en una plataforma de empleo.,Algorithmic transparency,Degree to which the functioning of an algorithmic decision system can be explained and understood.,Degree to which the functioning of an algorithmic decision system can be explained and understood.,Detailing recommendation criteria in a job platform.
trazabilidad_modelo,etica_regulacion,trazabilidad;auditoria,intermedio,activo,1,2025-11-13,2025-11-13,Trazabilidad del modelo,"Capacidad de saber cómo, con qué datos y con qué versiones se entrenó y modificó un modelo.","Capacidad de saber cómo, con qué datos y con qué versiones se entrenó y modificó un modelo.",Demostrar cumplimiento ante auditorías regulatorias.,Model traceability,"Ability to know how, with which data and with which versions a model was trained and changed.","Ability to know how, with which data and with which versions a model was trained and changed.",Demonstrating compliance during regulatory audits.
underfitting,fundamentos,fundamentos;modelo;calidad,intermedio,activo,1,2025-11-13,2025-11-13,Subajuste (Underfitting),"Situación en la que un modelo es demasiado simple y no captura los patrones subyacentes en los datos, resultando en bajo rendimiento tanto en entrenamiento como en prueba.","Situación en la que un modelo es demasiado simple y no captura los patrones subyacentes en los datos, resultando en bajo rendimiento tanto en entrenamiento como en prueba.",Un modelo lineal que no predice bien variaciones complejas en datos de ventas.,Underfitting,"Situation where a model is too simple and fails to capture underlying patterns in the data, leading to poor performance on both training and test data.","Situation where a model is too simple and fails to capture underlying patterns in the data, leading to poor performance on both training and test data.",A linear model that poorly predicts complex variations in sales data.
vae,modelos_arquitecturas,arquitectura;generativa;compresion,avanzado,activo,1,2025-11-13,2025-11-13,Autoencoder variacional (VAE),"Modelo que aprende a comprimir datos en un espacio latente y luego reconstruirlos, útil para generación y reducción de dimensionalidad.","Modelo que aprende a comprimir datos en un espacio latente y luego reconstruirlos, útil para generación y reducción de dimensionalidad.",Generar variaciones de diseños de productos manteniendo características clave.,Variational Autoencoder (VAE),"Model that learns to compress data into a latent space and then reconstruct it, useful for generation and dimensionality reduction.","Model that learns to compress data into a latent space and then reconstruct it, useful for generation and dimensionality reduction.",Generating product design variations while maintaining key features.
vector_store,modelos_arquitecturas,vector;busqueda;almacen,intermedio,activo,1,2025-11-13,2025-11-13,Vector Store (base vectorial),Base de datos optimizada para almacenar embeddings y buscar por similitud.,Base de datos optimizada para almacenar embeddings y buscar por similitud.,Uso de Chroma o Pinecone en sistemas de búsqueda semántica corporativa.,Vector store,Database optimized to store embeddings and perform similarity search.,Database optimized to store embeddings and perform similarity search.,Using Chroma or Pinecone in corporate semantic search systems.
